"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","8","11","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"中央区","21","3","0","0","5","10","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"みなと","40","13","1","0","12","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"新宿区","38","38","2","1","11","20","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"文京","41","15","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","","","","","",""
"台東","17","11","0","0","10","24","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","50","33","0","0","5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","126","20","4","0","25","31","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"品川区","57","20","1","0","9","26","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","32","11","0","1","12","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","128","45","2","2","12","68","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"世田谷","165","54","3","0","19","49","2","0","2","6","0","1","0","0","0","2","0","0","0","0","0","1","6","","","","","",""
"渋谷区","20","10","0","0","1","8","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","","","","","",""
"中野区","71","15","0","1","21","16","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","94","23","0","2","6","16","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"池袋","30","19","0","1","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","85","29","0","1","20","25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","82","23","3","2","15","18","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","73","32","0","0","4","23","1","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","3","","","","","",""
"練馬区","138","39","4","5","18","35","2","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"足立","107","37","2","13","35","33","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","72","31","0","0","19","20","1","1","0","3","0","1","0","0","0","0","0","0","1","0","0","0","3","","","","","",""
"江戸川","95","48","0","1","16","38","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","198","59","2","1","25","63","1","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","12","","","","","",""
"町田市","109","43","1","0","11","20","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","99","32","0","1","3","13","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","","","","","",""
"南多摩","118","24","1","0","6","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","190","56","0","0","37","38","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"多摩府中","288","77","4","4","33","47","2","0","2","3","0","2","0","0","0","0","0","0","0","0","0","3","10","","","","","",""
"多摩小平","225","53","4","2","46","61","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","11","","","","","",""
"島しょ","0","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2817","928","34","38","443","752","33","3","7","24","1","9","1","0","1","6","0","0","1","0","0","5","76","","","","","",""
