"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","13","3","7","10","1","0","11","1","1","",""
"区南部","3","0","0","4","0","0","1","0","0","",""
"区西南部","7","4","0","5","0","1","7","0","0","",""
"区西部","36","26","23","32","0","1","55","2","1","",""
"区西北部","18","7","13","11","0","2","4","1","0","",""
"区東北部","4","1","1","3","0","1","6","2","0","",""
"区東部","23","7","4","11","0","5","3","7","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","2","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","2","0","0","4","0","0","18","7","1","",""
"北多摩北部","0","0","0","0","0","0","10","3","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","106","48","48","80","1","10","117","23","3","",""
