"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","3","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","17","9","2","1","20","0","0","0","16","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"1歳","55","16","3","9","57","3","1","2","12","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","67","1","0","16","53","2","0","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3歳","77","0","0","23","48","4","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","106","0","1","32","57","6","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","88","0","1","34","49","3","0","1","0","0","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"6歳","109","0","1","34","53","5","1","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0"
"7歳","76","0","0","25","27","2","1","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","84","0","0","25","23","8","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"9歳","64","0","1","17","20","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","222","0","0","25","58","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","61","0","0","2","12","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","103","0","0","27","120","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","155","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","2","0","1","0","0","0","1","0"
"40〜49歳","188","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"50〜59歳","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1"
"60〜69歳","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1"
"70〜79歳","52","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","1","0","0","5","1"
"合計","1709","29","9","270","599","40","5","11","35","0","13","2","2","1","2","0","0","1","2","4","14","0","1","3","2","1","10","3"
