"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","3","0","0","12","1","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","4","14","4","82","4","17","1","29","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","11","42","27","129","2","32","2","54","0","3","1","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","5","18","30","90","3","21","2","5","0","3","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","1","14","49","92","10","7","3","3","0","4","3","2","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","1","1","13","55","90","8","8","2","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","8","36","80","6","3","6","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","1","0","5","43","48","8","5","2","0","0","0","5","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"7歳","3","0","3","36","25","4","4","1","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","23","23","6","2","2","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","2","0","4","24","22","4","0","1","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","2","1","0","35","59","4","3","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","3","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","1","9","39","111","3","2","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","25","27","132","404","879","63","104","23","97","1","14","28","13","3","0","17","0","0","1","1","1","0","0","0","0","0","0","0","0"
