"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","1","2","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","2","0","1","10","4","10","0","9","0","10","0","1","0","0","0","0","0","0","0"
"1歳","6","3","4","0","17","6","27","0","22","0","25","3","6","1","0","0","0","0","1","0"
"2歳","8","1","2","1","11","2","18","0","1","0","13","7","2","0","0","0","0","0","2","0"
"3歳","10","0","0","1","14","3","8","1","3","0","15","6","2","0","0","0","0","0","0","0"
"4歳","10","0","1","1","10","2","4","0","0","0","8","3","1","0","0","0","0","0","0","0"
"5歳","16","0","0","3","2","2","3","3","0","0","7","4","1","0","0","0","0","0","0","0"
"6歳","5","0","0","3","4","0","5","0","0","0","2","5","0","0","0","0","0","0","0","0"
"7歳","9","0","0","2","3","0","1","1","0","0","1","4","0","0","0","0","0","0","0","0"
"8歳","7","0","0","1","0","1","1","2","0","0","0","1","1","0","0","0","0","0","0","0"
"9歳","7","0","0","2","5","0","1","0","0","0","1","2","1","0","0","0","0","0","0","0"
"10〜14歳","48","0","0","3","8","1","4","0","0","1","0","6","0","0","0","0","0","0","0","0"
"15〜19歳","33","0","0","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","34","1","0","3","15","0","2","2","0","2","1","2","1","0","0","0","0","1","0","0"
"30〜39歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","252","9","7","22","105","21","84","9","36","3","84","43","16","1","0","3","0","1","3","0"
