"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","10","130","1","0","2","13","1","1","1","0","0","0","3","0","0","0","0","0","0","0","0","0","1","4","4","3","0","2","2","2"
"中央区","1","1","256","2","6","3","38","1","0","8","1","0","0","0","0","0","1","0","0","0","0","0","0","0","5","5","3","1","0","0","0"
"みなと","9","6","399","0","3","19","47","0","0","6","1","0","1","0","0","0","0","0","0","0","0","0","0","2","9","9","6","0","1","1","1"
"新宿区","7","12","268","4","0","8","48","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","3","12","12","8","2","2","2","2"
"文京","24","9","567","0","2","20","49","8","1","2","3","0","0","0","1","0","0","0","0","0","0","0","0","1","7","7","4","1","1","1","1"
"台東","13","7","378","1","0","15","68","5","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","7","7","4","0","0","0","0"
"墨田区","6","14","188","1","0","19","11","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8","8","5","1","1","1","1"
"江東区","5","14","940","7","1","49","142","2","1","2","4","0","0","0","1","0","1","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"品川区","2","12","447","3","1","18","53","1","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12","8","1","0","0","0"
"目黒区","5","6","293","0","0","22","28","4","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","5","1","0","0","0"
"大田区","19","18","727","9","10","43","123","4","1","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","21","21","13","2","1","1","1"
"世田谷","22","23","1201","2","7","64","105","2","2","8","1","0","0","1","0","0","3","0","0","0","0","0","0","3","25","25","16","2","2","2","2"
"渋谷区","4","2","149","0","0","5","22","0","1","7","1","0","0","0","0","0","1","0","0","0","0","0","0","3","7","7","4","1","1","1","1"
"中野区","5","9","935","0","0","54","34","10","0","6","1","0","0","0","1","0","0","0","0","0","0","0","0","0","10","10","6","1","0","0","0"
"杉並","12","16","507","4","2","33","42","3","1","2","0","0","0","1","1","0","0","0","0","0","1","1","0","4","17","17","11","1","2","2","2"
"池袋","8","6","532","2","0","10","38","16","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","8","8","5","1","1","1","1"
"北区","12","21","578","1","0","24","63","5","0","1","2","0","0","0","0","0","3","0","0","0","0","0","0","0","11","11","7","1","0","0","0"
"荒川区","11","11","507","3","1","17","32","4","0","10","3","0","0","2","0","0","0","0","0","0","0","0","0","0","7","7","4","1","0","0","0"
"板橋区","19","14","640","2","1","11","63","6","0","3","0","0","0","0","0","0","1","0","0","0","0","1","0","1","16","16","10","2","1","1","1"
"練馬区","24","28","1027","12","3","69","95","4","0","8","6","0","0","2","0","0","0","0","0","0","0","0","0","0","21","21","13","2","0","0","0"
"足立","13","21","1031","10","10","35","47","0","0","24","6","0","0","0","0","0","1","0","0","0","0","0","0","0","20","20","13","2","0","0","0"
"葛飾区","16","15","561","1","0","8","46","6","0","14","2","0","0","0","0","0","0","0","0","0","0","4","0","8","13","13","8","1","1","1","1"
"江戸川","15","21","1098","8","5","58","129","2","1","7","2","0","0","3","0","0","4","0","0","0","0","0","0","0","19","18","12","2","0","0","0"
"八王子市","12","15","1867","4","1","30","146","2","1","20","4","0","1","0","0","0","0","0","0","0","0","0","0","3","18","18","11","2","1","1","1"
"町田市","11","10","685","1","0","20","67","7","0","6","2","0","1","0","0","0","0","0","0","0","0","0","0","0","13","13","8","1","0","0","0"
"西多摩","3","8","257","1","3","13","34","1","0","13","3","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","8","1","1","1","1"
"南多摩","17","12","808","4","0","17","52","4","0","11","1","0","0","0","2","0","1","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"多摩立川","27","21","760","5","2","56","75","6","0","4","6","0","1","0","0","0","0","0","0","0","0","0","0","0","21","21","14","2","1","1","1"
"多摩府中","28","29","1920","8","3","83","131","17","1","19","4","0","2","7","1","0","2","0","0","1","0","0","1","4","33","33","21","3","3","3","3"
"多摩小平","41","38","1597","9","2","86","164","10","4","25","5","0","0","1","1","0","0","0","0","0","0","0","0","9","23","23","15","2","2","2","2"
"島しょ","0","1","18","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","1","1"
"合計","394","430","21271","105","63","914","2007","134","15","228","65","0","9","20","8","0","21","0","0","3","1","6","1","42","418","417","264","39","25","25","25"
