"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","7","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","5","1","2","8","23","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","2","1","0","9","7","0","0","1","5","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"文京","1","0","3","2","9","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"台東","1","0","0","7","17","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","0","2","10","8","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","7","0","1","12","37","4","0","1","3","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","4","0","0","3","28","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","3","0","1","4","15","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","10","1","5","19","51","3","0","5","2","0","0","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","15","2","3","31","42","1","0","4","1","0","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","6","1","0","2","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","","","","","",""
"中野区","8","1","1","9","20","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","11","0","0","3","22","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"池袋","6","0","0","6","0","2","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","7","0","0","3","23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","10","3","1","4","4","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","10","0","0","2","12","0","0","1","5","0","0","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","14","1","1","20","22","1","0","0","6","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","18","1","2","16","41","5","0","2","2","0","1","11","0","1","0","3","0","0","0","0","0","0","","","","","",""
"葛飾区","6","0","0","13","18","1","1","2","1","0","0","3","1","0","0","0","0","0","0","0","1","0","","","","","",""
"江戸川","12","0","4","9","27","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","13","0","1","19","52","0","0","3","5","0","0","2","0","0","0","0","0","0","0","0","0","2","","","","","",""
"町田市","15","0","0","16","34","1","1","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","10","0","2","4","13","4","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","","","","","",""
"南多摩","7","2","1","15","32","3","1","1","4","0","1","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","12","0","1","24","35","2","0","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","36","0","7","18","34","3","0","2","11","0","0","6","1","1","0","1","0","0","0","0","0","0","","","","","",""
"多摩小平","14","0","3","32","26","4","0","4","10","0","0","3","2","0","0","0","0","0","2","0","0","0","","","","","",""
"島しょ","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","282","14","41","323","663","38","7","31","71","0","3","53","9","4","0","11","0","1","3","0","3","3","","","","","",""
