"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","15","4","0","0","18","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","67","8","0","0","67","2","0","1","13","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","242","7","3","7","191","3","4","10","20","1","0","2","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","1"
"2歳","236","3","7","7","139","8","2","19","7","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"3歳","265","2","6","21","105","2","3","29","1","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","315","0","1","24","76","8","0","51","2","0","1","1","0","0","0","0","0","0","0","2","1","0","0","1","0","1","0","1"
"5歳","318","0","2","30","66","10","2","44","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","269","0","1","29","45","7","0","38","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","252","0","5","29","48","12","0","23","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"8歳","269","0","1","16","44","9","0","18","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"9歳","186","0","0","20","34","10","0","12","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","672","0","1","36","108","7","1","12","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"15〜19歳","400","0","0","2","39","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","637","0","4","23","192","1","0","9","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","636","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","764","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50〜59歳","489","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","1","1","1","0","0","2","1"
"60〜69歳","291","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","2","1","0","0","1","2","1"
"70〜79歳","151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","11","2","1","1","1","0","8","2"
"80歳以上","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","1","0","3","2","0","41","4"
"合計","6557","24","31","244","1172","79","12","271","43","2","8","6","1","1","10","1","0","4","0","2","74","6","3","7","3","2","61","10"
