"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","6","1","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","0","0","0","17","1","0","2","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1歳","5","0","0","2","32","17","1","1","11","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0"
"2歳","9","0","0","1","31","19","0","1","0","0","0","0","1","4","0","0","0","1","0","0","0","0","0","0"
"3歳","13","0","1","1","33","10","0","4","0","0","0","0","1","13","1","0","0","0","0","0","0","0","0","0"
"4歳","18","0","0","3","28","7","0","5","0","0","0","1","1","16","0","0","0","0","0","0","0","0","0","0"
"5歳","8","0","0","3","30","15","0","4","1","0","0","0","1","9","1","0","0","0","0","0","0","0","0","0"
"6歳","10","0","0","1","16","5","0","5","1","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0"
"7歳","10","0","0","4","12","2","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"8歳","9","0","0","3","5","3","0","1","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0"
"9歳","2","0","0","2","12","1","0","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","14","0","0","2","16","0","0","1","0","0","1","0","1","4","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","7","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","19","0","0","2","38","1","0","0","0","0","0","2","0","2","0","0","0","1","0","0","0","0","0","1"
"30〜39歳","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"40〜49歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","167","0","1","24","284","82","1","26","42","0","1","4","9","70","5","0","0","6","0","0","0","0","0","1"
