"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","45","48","13","30","0","0","9","6","2","0","",""
"区南部","11","4","0","6","0","0","0","0","0","0","",""
"区西南部","10","3","1","3","0","0","1","1","0","0","",""
"区西部","30","7","29","23","1","14","6","1","0","0","",""
"区西北部","15","3","5","10","0","1","1","1","0","0","",""
"区東北部","0","0","0","1","0","0","2","3","0","0","",""
"区東部","23","8","5","9","0","1","3","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","2","0","0","0","",""
"北多摩西部","1","0","0","0","0","0","1","0","0","0","",""
"北多摩南部","2","0","1","0","0","0","13","2","1","0","",""
"北多摩北部","0","0","0","0","0","0","3","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","137","73","54","82","1","16","41","15","3","0","",""
