"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","15","6","4","14","0","0","4","5","0","",""
"区南部","1","1","0","4","0","0","0","0","0","",""
"区西南部","5","2","0","1","1","0","7","0","1","",""
"区西部","19","17","14","17","0","1","47","13","3","",""
"区西北部","11","9","6","12","0","0","7","2","0","",""
"区東北部","2","0","0","0","0","0","3","1","0","",""
"区東部","11","6","0","7","0","0","3","6","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","1","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","6","4","0","",""
"島しょ","0","0","0","0","0","0","1","1","1","",""
"合計","64","41","24","56","1","1","78","32","5","",""
