"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","7","7","5","26","3","132","5","5","0","37","6","3","2","0","1","0","0","0","0","0","0","","","","","",""
"区南部","0","2","13","18","37","5","122","5","10","0","41","1","2","1","1","2","0","0","0","0","0","0","","","","","",""
"区西南部","2","1","4","10","25","3","112","1","2","1","11","2","1","0","0","0","1","1","1","0","0","0","","","","","",""
"区西部","0","1","7","9","32","4","83","8","2","1","21","1","1","3","0","2","0","0","1","0","0","0","","","","","",""
"区西北部","0","1","1","22","46","2","117","10","10","1","20","8","2","0","0","3","0","0","1","0","0","0","","","","","",""
"区東北部","0","1","5","15","39","1","111","15","8","0","34","6","1","1","0","1","0","0","2","1","0","0","","","","","",""
"区東部","0","9","6","20","67","3","138","7","14","1","51","2","3","0","0","2","0","0","1","0","0","0","","","","","",""
"西多摩","0","0","1","3","6","1","26","2","2","0","3","2","0","0","0","1","0","0","1","0","0","0","","","","","",""
"南多摩","0","2","3","31","54","9","182","7","12","1","41","3","8","0","0","1","0","0","1","0","0","0","","","","","",""
"北多摩西部","0","0","2","19","20","3","50","7","2","0","24","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","4","13","20","5","123","9","7","0","27","6","1","0","0","1","1","0","0","0","0","0","","","","","",""
"北多摩北部","0","2","14","25","39","10","140","5","2","0","16","3","1","0","0","3","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","26","67","190","411","49","1341","81","76","5","327","42","23","7","1","17","2","1","8","1","0","0","","","","","",""
