"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","4","138","4","1","4","7","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","5","4","4","3","0","2","2","2"
"中央区","1","4","197","1","4","1","25","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","3","1","0","0","0"
"みなと","0","5","367","5","0","13","29","1","5","4","1","8","0","3","0","0","0","0","0","0","1","0","2","4","9","9","6","0","1","1","1"
"新宿区","2","10","335","0","2","11","23","4","0","0","0","3","0","0","0","0","1","0","0","3","0","0","0","2","12","12","8","2","2","2","2"
"文京","3","6","536","1","4","17","28","7","2","1","0","0","2","2","1","0","0","0","0","0","0","0","0","3","7","7","4","1","1","1","1"
"台東","1","7","434","0","4","10","53","4","4","3","2","2","0","1","0","0","0","0","0","0","0","0","0","0","7","7","4","0","0","0","0"
"墨田区","1","5","152","0","1","5","13","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","5","1","1","1","1"
"江東区","1","12","810","2","8","24","102","11","6","0","1","3","1","2","1","0","5","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"品川区","2","3","427","0","4","18","28","5","1","3","4","3","1","0","0","0","0","0","0","0","0","0","0","0","12","12","8","1","0","0","0"
"目黒区","0","6","291","1","1","23","25","3","0","9","3","2","0","0","0","0","0","0","0","0","0","0","0","0","8","8","5","1","0","0","0"
"大田区","6","13","874","5","16","54","101","4","12","10","6","4","2","2","1","0","0","0","1","0","0","0","0","0","21","21","13","2","1","1","1"
"世田谷","2","22","1103","0","2","47","81","10","8","3","3","8","3","1","0","0","1","0","0","0","0","0","0","0","25","25","16","2","2","2","2"
"渋谷区","0","3","151","0","1","3","9","3","1","4","0","1","0","0","0","0","1","0","0","0","0","0","0","2","7","7","4","1","1","1","1"
"中野区","1","11","923","1","0","52","42","2","1","1","5","3","1","0","0","0","1","0","0","0","0","0","0","0","10","10","6","1","0","0","0"
"杉並","2","14","506","2","1","17","41","3","1","0","4","1","0","0","3","0","0","0","0","0","0","0","0","0","17","17","11","1","2","2","2"
"池袋","1","13","518","0","5","11","42","12","2","0","1","3","0","0","0","0","1","0","0","0","0","0","0","0","8","8","5","1","1","1","1"
"北区","1","14","569","0","7","41","47","4","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","7","1","0","0","0"
"荒川区","0","9","555","1","5","14","36","0","1","8","2","0","0","3","0","0","0","0","0","0","0","0","0","0","7","7","4","1","0","0","0"
"板橋区","0","13","678","0","0","11","28","12","3","5","1","0","0","1","0","0","0","0","0","2","0","1","0","1","16","16","10","2","1","1","1"
"練馬区","4","23","1068","0","7","58","68","10","4","6","8","5","2","1","0","0","0","0","0","0","0","0","0","0","21","21","13","2","0","0","0"
"足立","3","18","1238","3","7","20","69","1","2","22","3","2","1","0","1","0","2","0","0","0","0","0","0","0","20","20","13","2","0","0","0"
"葛飾区","2","19","707","0","1","15","39","2","0","4","5","2","0","0","0","0","0","0","0","0","0","0","0","0","13","13","8","1","1","1","1"
"江戸川","3","26","1090","0","11","48","57","4","2","3","2","1","2","0","0","0","2","0","0","0","0","0","0","0","19","19","12","2","0","0","0"
"八王子市","1","12","1882","1","6","33","129","6","6","35","10","2","2","0","1","0","0","0","0","0","0","0","1","0","18","18","11","2","1","1","1"
"町田市","4","10","1567","4","0","60","150","16","8","13","9","6","0","3","0","0","0","0","0","0","0","0","0","0","13","13","8","1","0","0","0"
"西多摩","0","3","256","1","0","4","19","4","0","7","5","0","0","0","0","0","0","0","0","0","0","0","0","1","13","13","7","1","1","1","1"
"南多摩","2","20","755","1","2","23","40","6","2","7","2","1","0","0","0","0","1","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"多摩立川","1","7","765","1","2","51","43","20","0","3","1","1","6","0","0","0","2","0","0","0","0","0","0","2","21","21","14","2","1","1","1"
"多摩府中","5","23","1946","2","8","92","140","16","0","15","5","0","4","5","2","0","0","0","0","2","0","0","1","5","33","33","21","3","3","3","3"
"多摩小平","11","16","1478","1","9","70","164","4","4","22","9","6","3","0","0","0","2","1","0","1","0","0","0","8","23","23","15","2","2","2","2"
"島しょ","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","1","1"
"合計","60","351","22333","37","119","850","1678","176","81","197","95","67","30","24","10","0","19","1","1","9","1","1","4","33","418","418","263","39","25","25","25"
