"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","2","0"
"1〜4歳","0","0","0","0","0","0","3","8","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","2","1","0"
"15〜19歳","3","0","1","2","0","0","0","0","0"
"20〜24歳","13","0","5","11","0","0","0","0","0"
"25〜29歳","19","4","8","20","0","0","0","0","0"
"30〜34歳","17","11","6","9","0","2","1","0","0"
"35〜39歳","19","4","4","14","0","1","3","0","0"
"40〜44歳","14","8","8","6","0","0","4","1","0"
"45〜49歳","9","3","3","4","0","0","1","0","0"
"50〜54歳","5","2","4","6","0","1","3","0","0"
"55〜59歳","1","0","2","1","0","1","5","0","0"
"60〜64歳","0","2","2","1","0","0","7","1","0"
"65〜69歳","0","1","0","0","0","0","13","1","1"
"70歳以上","0","0","0","0","0","0","39","6","3"
"合計","100","35","43","74","0","5","86","20","4"
