"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","34","2","3","16","73","7","0","2","6","0","0","2","1","0","0","3","0","0","2","0","","","","","",""
"区南部","69","1","1","15","101","8","0","0","2","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","46","0","4","5","95","3","1","2","4","0","0","7","0","0","1","2","0","1","0","0","","","","","",""
"区西部","76","2","0","7","101","9","1","1","3","0","1","2","0","0","0","1","0","0","1","0","","","","","",""
"区西北部","78","0","3","11","68","3","0","1","3","0","0","2","1","0","0","1","0","0","0","0","","","","","",""
"区東北部","60","0","1","9","56","12","0","0","1","0","0","3","0","0","0","0","0","0","1","0","","","","","",""
"区東部","95","1","0","22","92","3","1","0","4","0","1","1","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","43","1","0","5","38","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","108","2","1","60","99","11","1","2","7","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","45","0","0","1","14","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","56","0","0","6","17","2","1","2","2","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"北多摩北部","70","1","1","13","50","9","0","1","2","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","780","11","14","170","804","74","5","11","34","0","2","22","3","0","1","11","0","1","4","0","","","","","",""
