"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","5","1","3","24","2","24","3","4","5","16","6","0","1","0","1","0","0","0","0","","","","","",""
"区南部","0","4","5","2","28","1","17","1","2","0","28","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","1","0","1","5","16","3","17","1","5","0","24","3","0","0","0","0","0","0","0","0","","","","","",""
"区西部","1","0","0","6","33","3","19","6","2","1","16","9","1","0","0","1","0","2","1","0","","","","","",""
"区西北部","0","0","1","4","22","1","24","7","9","0","29","3","0","0","1","0","0","0","1","0","","","","","",""
"区東北部","0","3","1","13","12","3","11","4","3","0","22","5","4","1","0","0","0","0","0","0","","","","","",""
"区東部","1","0","2","2","18","3","18","2","5","1","19","10","2","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","2","4","4","2","4","1","1","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","0","0","17","39","11","30","5","9","0","35","17","4","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","4","3","8","2","1","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","1","7","1","9","0","0","0","14","6","0","0","0","1","0","0","0","0","","","","","",""
"北多摩北部","0","0","1","2","10","1","15","1","2","0","14","4","2","0","0","0","0","0","1","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","","","","","",""
"合計","7","12","14","59","217","34","196","33","43","7","230","69","13","2","1","3","0","2","3","0","","","","","",""
