"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","20","2","3","8","0","0","0","0","0","2","2"
"中央区","6","2","2","2","0","0","0","0","0","3","0"
"みなと","16","35","10","9","0","0","11","4","0","2","1"
"新宿区","41","26","39","26","2","7","28","7","0","7","2"
"文京","7","1","1","4","0","0","2","2","0","1","1"
"台東","4","1","0","0","0","0","0","0","0","2","0"
"墨田区","1","0","1","2","1","0","4","3","0","2","1"
"江東区","14","6","2","5","0","0","0","0","0","2","0"
"品川区","1","0","2","2","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","6","0","0","1","0","0","2","0","1","2","1"
"世田谷","0","0","0","0","0","0","2","0","0","0","1"
"渋谷区","14","12","0","5","0","2","0","0","0","5","1"
"中野区","4","1","1","5","1","1","0","0","0","2","1"
"杉並","1","0","0","0","1","0","22","1","2","1","1"
"池袋","30","9","7","9","2","1","3","4","0","3","1"
"北区","0","0","1","0","0","0","0","0","0","1","0"
"荒川区","1","1","0","1","0","0","0","0","0","1","0"
"板橋区","5","4","1","3","0","0","1","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","4","0","0","4","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","5","7","0","0","1"
"江戸川","12","1","1","2","0","0","0","0","0","2","0"
"八王子市","21","3","0","0","1","0","0","0","0","4","1"
"町田市","3","1","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","14","1","3","2","4","0","0","0","0","2","1"
"多摩府中","2","0","0","1","0","0","36","21","0","3","2"
"多摩小平","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","227","106","74","91","12","11","116","49","3","54","23"
