"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","10","6","0","0","15","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","47","10","1","1","110","4","0","0","21","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","140","20","16","22","294","4","11","2","44","2","0","4","1","0","0","0","0","0","0","0","4","1","1","1","0","2","2","2"
"2歳","132","13","10","63","240","1","5","1","12","2","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","1","0","2"
"3歳","186","6","8","96","193","6","10","4","5","2","2","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"4歳","301","4","8","137","193","5","2","3","0","5","2","0","0","0","0","0","0","2","0","0","3","0","0","0","0","0","3","0"
"5歳","320","2","3","129","178","8","7","3","1","0","2","1","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","1"
"6歳","364","0","7","126","136","12","2","1","0","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","1","0"
"7歳","388","0","3","106","117","17","3","2","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","292","0","1","83","82","7","1","1","0","1","2","0","0","0","0","0","0","0","0","0","3","0","0","0","1","1","2","1"
"9歳","285","0","4","68","79","18","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","818","0","0","96","213","16","4","5","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","0","2","0"
"15〜19歳","193","0","0","9","70","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","180","0","2","31","323","1","0","2","0","7","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","296","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","3","0","0","0","0","0","3","0"
"40〜49歳","358","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","3","0","0","0","0","0","3","0"
"50〜59歳","193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"60〜69歳","94","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"70〜79歳","37","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"80歳以上","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","1","1","0","5","1"
"合計","4653","61","63","967","2243","100","46","25","83","22","10","11","1","1","11","0","1","8","0","0","39","4","2","4","2","4","30","7"
