"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","18","13","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","","","","","",""
"中央区","18","3","0","0","2","12","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"みなと","39","11","2","0","0","15","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","3","1","","","","","",""
"新宿区","42","15","1","0","8","19","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","1","0","","","","","",""
"文京","39","5","0","0","1","13","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"台東","29","8","0","0","4","27","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","53","20","0","0","0","6","0","0","9","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"江東区","109","16","2","0","4","37","1","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","27","7","1","0","6","14","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","23","11","2","0","2","9","0","2","5","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"大田区","80","18","1","3","14","36","1","0","14","0","0","0","0","1","0","0","0","0","0","0","0","2","2","","","","","",""
"世田谷","106","30","2","0","11","40","0","1","13","2","0","0","1","0","0","2","0","0","0","0","0","6","1","","","","","",""
"渋谷区","20","7","0","0","1","5","2","0","8","0","0","0","0","0","0","0","0","0","0","0","0","2","3","","","","","",""
"中野区","58","21","0","0","10","20","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","59","24","0","0","6","31","0","0","13","0","0","0","0","0","0","0","0","0","1","0","0","8","4","","","","","",""
"池袋","62","5","1","0","6","6","4","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","0","","","","","",""
"北区","79","16","3","0","4","21","0","0","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","40","12","5","1","7","16","1","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","63","27","1","0","2","21","2","0","8","0","0","0","1","0","0","0","0","0","0","0","0","1","2","","","","","",""
"練馬区","147","31","5","1","15","41","1","0","15","0","0","0","1","0","0","1","0","0","0","0","0","0","0","","","","","",""
"足立","98","38","2","4","13","39","1","1","11","2","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"葛飾区","62","21","0","1","1","22","0","2","15","2","0","0","0","0","0","0","0","0","0","0","0","3","1","","","","","",""
"江戸川","106","32","0","1","6","50","1","0","12","1","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"八王子市","153","40","3","0","17","30","3","0","21","2","0","0","0","0","0","0","0","0","0","0","0","2","9","","","","","",""
"町田市","76","18","0","0","9","19","0","0","15","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","56","23","0","0","1","11","2","2","2","0","0","0","0","0","0","1","0","0","2","0","0","1","4","","","","","",""
"南多摩","66","26","3","0","1","21","0","1","16","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"多摩立川","94","42","2","0","12","18","2","0","8","0","0","1","1","0","0","0","0","0","0","0","0","0","2","","","","","",""
"多摩府中","186","56","4","0","19","72","0","0","29","0","1","1","0","0","0","1","0","0","0","0","0","9","6","","","","","",""
"多摩小平","132","48","3","0","29","50","1","0","34","2","0","0","0","1","0","1","0","0","0","0","0","4","6","","","","","",""
"島しょ","26","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"合計","2166","646","45","11","211","723","25","11","305","20","1","3","4","2","0","14","0","1","6","0","0","42","49","","","","","",""
