"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","4","10","0","0","11","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","14","9","1","0","57","5","1","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","29","19","3","4","197","21","3","1","17","0","0","1","0","0","3","0","0","0","0","0","0","0","0"
"2歳","44","6","1","4","146","23","2","2","5","1","0","1","0","2","0","0","0","0","0","0","1","0","0"
"3歳","57","6","3","10","107","22","1","2","0","0","0","0","0","3","1","0","0","1","0","0","2","0","0"
"4歳","91","0","4","15","139","19","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"5歳","97","0","2","19","108","10","2","3","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"6歳","97","0","3","14","80","5","1","1","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0"
"7歳","97","1","1","21","69","6","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"8歳","71","0","1","12","67","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","92","1","0","10","59","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"10〜14歳","159","0","0","22","110","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","0","0"
"15〜19歳","30","0","0","3","37","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"20〜29歳","103","1","1","22","348","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","1","0","1"
"30〜39歳","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0"
"40〜49歳","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"70〜79歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1213","53","20","156","1535","117","11","12","40","3","0","2","0","17","4","1","1","17","0","0","8","0","1"
