"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","32","45","17","10","0","0","7","0","1","",""
"区南部","5","0","0","2","0","0","1","0","0","",""
"区西南部","40","15","22","35","0","0","5","0","0","",""
"区西部","35","10","41","24","0","0","18","2","1","",""
"区西北部","16","4","6","12","0","0","2","0","0","",""
"区東北部","2","0","0","0","0","0","1","2","0","",""
"区東部","25","4","1","13","0","0","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","1","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","20","1","0","",""
"北多摩北部","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","156","78","87","96","0","0","58","6","2","",""
