"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","3","1","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","0","17","8","0","0","21","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0"
"1歳","6","0","0","1","53","9","1","0","8","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0"
"2歳","6","0","0","1","44","9","2","1","2","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0"
"3歳","4","0","0","1","41","10","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"4歳","4","0","1","4","44","11","0","3","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"5歳","3","0","0","12","43","8","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"6歳","1","0","0","6","28","2","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"7歳","3","0","0","3","24","2","1","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","0","4","17","5","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","4","18","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","6","0","0","2","55","1","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","5","0","0","2","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","10","0","0","4","158","3","0","1","0","0","0","0","0","2","1","0","0","3","0","0","0","0","0","0"
"30〜39歳","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"50〜59歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","75","0","1","44","567","70","4","12","35","0","1","1","3","25","3","1","0","10","0","0","0","1","0","0"
