"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","10","0","0"
"1〜4歳","0","0","0","0","0","0","2","1","0"
"5〜9歳","0","0","0","0","0","0","5","0","0"
"10〜14歳","0","1","0","0","0","0","0","0","0"
"15〜19歳","9","1","2","1","0","0","2","0","0"
"20〜24歳","38","10","13","17","1","0","3","0","0"
"25〜29歳","43","9","13","10","1","0","1","0","0"
"30〜34歳","33","9","18","8","3","0","1","0","0"
"35〜39歳","25","6","15","11","3","0","0","0","0"
"40〜44歳","22","6","9","8","1","0","2","0","0"
"45〜49歳","5","7","6","1","0","0","1","0","0"
"50〜54歳","7","6","1","7","0","0","0","0","0"
"55〜59歳","6","3","3","0","1","0","6","0","0"
"60〜64歳","0","1","1","0","0","0","2","0","0"
"65〜69歳","0","2","0","0","0","0","3","0","0"
"70歳以上","0","0","1","0","0","0","33","1","0"
"合計","188","61","82","63","10","0","71","2","0"
