"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","5","2","1","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","24","2","0","15","1","30","1","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","66","18","5","59","13","100","1","19","1","18","1","1","2","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"2歳","79","4","1","46","17","80","0","21","0","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"3歳","127","2","1","69","36","74","1","8","1","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"4歳","132","4","1","75","68","63","0","11","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"5歳","156","4","0","71","84","73","4","5","0","1","0","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"6歳","201","3","0","53","87","64","3","4","0","0","2","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"7歳","216","3","0","39","95","47","1","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"8歳","245","3","0","17","54","44","1","2","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","1","0","2","0","0","0"
"9歳","210","0","0","9","74","43","1","0","0","0","1","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10〜14歳","945","29","0","12","90","95","5","1","1","0","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"15〜19歳","358","29","0","0","9","18","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0"
"20〜29歳","207","43","0","9","20","52","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"30〜39歳","171","43","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","1","1","1","0","1","0","0","0","1","0","0","1"
"40〜49歳","194","42","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"50〜59歳","145","40","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"60〜69歳","57","26","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","3","1","0","0","0","0","0","0","0","0","3"
"70〜79歳","22","20","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","12","1","0","0","0","0","1","0","0","0","12"
"80歳以上","9","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","7","0","0","0","0","0","2","0","0","0","7"
"合計","3569","328","9","475","648","788","19","74","6","24","10","5","3","1","0","30","1","0","0","0","0","19","33","4","1","3","0","1","12","4","0","0","33"
