"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","3","6","5","0","1","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","16","27","0","0","0","27","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"1歳","53","27","13","5","8","64","2","2","0","15","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","2","2","2"
"2歳","55","21","7","5","18","66","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","76","21","4","5","31","64","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","114","23","2","6","51","62","1","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","141","19","3","6","57","61","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","199","21","0","5","68","61","3","0","3","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"7歳","247","16","0","1","51","50","3","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","1","1"
"8歳","252","14","0","2","44","58","11","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","270","18","0","0","26","37","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10〜14歳","841","70","0","1","60","105","9","0","1","0","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","203","65","0","1","6","20","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","115","102","0","1","22","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"30〜39歳","112","96","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"40〜49歳","80","132","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"50〜59歳","27","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","9"
"60〜69歳","8","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","7"
"70〜79歳","1","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","1","2","15"
"80歳以上","4","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","27","0","0","0","0","0","2","0","4","1","23"
"合計","2817","928","34","38","443","752","33","3","7","24","1","9","1","0","1","6","0","0","1","0","0","5","76","0","0","0","0","0","5","0","10","6","65"
