"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","7","0","1","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","1","1","0","2","16","2","4","0","1","2","1","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0"
"みなと","0","18","0","1","14","0","7","0","1","9","0","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","1","38","0","15","29","0","8","1","3","8","0","0","0","0","0","0","0","1","0","0","0","12","8","1","2","2","0"
"文京","0","0","0","0","2","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","1","1","0"
"台東","0","5","2","3","10","0","12","0","1","10","0","0","0","0","0","0","0","0","0","0","0","5","2","0","0","0","0"
"墨田区","2","2","0","2","5","1","16","2","0","2","0","1","0","0","0","0","0","1","0","0","0","8","5","1","1","1","0"
"江東区","0","6","0","0","16","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","0","8","0","7","15","5","24","1","1","14","0","1","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","6","26","0","16","14","4","19","0","2","4","1","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","1","18","2","7","12","2","30","1","4","7","2","0","0","0","0","0","0","0","0","0","0","16","10","1","1","1","0"
"世田谷","10","23","6","16","28","4","35","0","5","21","0","1","0","0","0","0","0","0","0","0","1","21","13","0","2","2","0"
"渋谷区","1","4","0","0","1","0","12","0","2","3","0","0","0","0","1","0","0","1","0","0","0","7","4","1","1","1","0"
"中野区","2","0","0","11","15","2","15","0","3","4","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","0","8","1","2","10","1","14","1","1","4","0","0","0","0","0","0","0","1","0","0","0","11","8","1","2","2","0"
"池袋","0","16","0","0","1","0","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","2","0","1","1","0"
"北区","0","2","0","1","1","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","8","4","1","0","0","0"
"荒川区","0","26","2","3","11","0","19","1","1","13","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"板橋区","0","0","0","1","2","0","21","2","0","10","1","1","0","0","1","0","0","0","0","0","0","11","6","1","1","1","0"
"練馬区","0","8","1","9","15","6","15","0","4","18","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"足立","1","28","1","1","18","1","11","0","3","11","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"葛飾区","3","2","1","1","7","1","8","0","0","4","0","1","0","0","2","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","1","26","1","8","7","1","4","1","1","13","1","0","0","0","0","0","0","0","0","0","0","18","12","2","0","0","0"
"八王子市","2","26","0","6","37","4","59","4","0","24","0","0","0","0","0","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","1","5","5","13","30","2","30","2","5","19","0","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","5","1","2","6","2","3","31","0","1","1","0","0","0","0","1","0","0","0","0","0","0","13","7","1","1","1","0"
"南多摩","0","14","1","3","17","3","52","4","4","10","1","1","0","0","0","0","0","0","0","0","0","13","9","1","0","0","0"
"多摩立川","0","4","0","4","14","0","25","0","0","20","1","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","1","13","4","5","13","6","83","4","0","18","0","3","0","0","0","0","0","0","0","0","0","26","15","3","3","3","0"
"多摩小平","1","29","7","14","25","5","21","2","13","11","0","0","0","0","6","0","0","0","0","0","1","18","12","2","2","2","0"
"島しょ","22","0","0","0","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","61","364","36","158","389","53","605","26","57","267","8","9","0","0","11","0","0","4","0","0","2","358","221","31","25","25","0"
