"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","2","0","2","11","0","0","0","5","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","7","5","2","78","8","23","2","66","2","163","1","8","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","0","11","19","8","141","16","94","2","62","0","552","2","7","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","1","18","19","100","12","62","7","20","2","386","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","1","29","39","96","19","39","13","0","1","244","9","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"4歳","0","0","20","42","94","22","38","16","1","0","187","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","2","12","49","88","18","30","12","0","0","142","10","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","9","45","57","16","19","11","0","0","92","9","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"7歳","0","0","4","34","56","10","7","9","0","1","47","11","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","3","21","39","5","14","6","0","0","43","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","2","20","28","5","4","7","0","0","20","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","24","79","7","10","8","0","1","31","5","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"15〜19歳","0","0","0","4","22","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","4","19","108","1","3","5","0","1","13","4","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2","24","126","328","997","140","343","98","154","8","1934","79","27","4","0","24","1","0","3","0","1","3","0","0","0","0","0","3","0"
