"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","19","47","16","13","0","0","5","1","1","",""
"区南部","8","1","2","4","0","0","1","0","0","",""
"区西南部","7","6","4","1","0","0","3","1","0","",""
"区西部","33","9","26","20","0","0","9","3","1","",""
"区西北部","14","4","6","6","3","0","4","0","2","",""
"区東北部","0","0","0","1","0","0","1","1","0","",""
"区東部","10","8","2","9","0","0","2","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","2","0","0","2","0","0","8","2","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","93","75","56","56","3","0","34","10","4","",""
