"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","499","6","2","22","62","9","0","1","4","0","0","1","0","1","0","1","0","0","1","0","3","","","","","",""
"区南部","579","3","2","13","133","6","1","5","8","0","0","1","1","1","0","1","0","0","0","0","0","","","","","",""
"区西南部","733","6","3","20","97","8","3","1","4","0","0","1","0","1","1","2","0","0","0","0","8","","","","","",""
"区西部","621","4","0","15","80","4","0","1","3","0","0","1","1","0","0","0","1","1","2","0","5","","","","","",""
"区西北部","885","1","1","7","120","9","1","0","9","0","0","1","0","0","0","2","0","0","0","0","3","","","","","",""
"区東北部","934","2","3","15","124","3","3","2","5","0","0","3","0","0","0","1","0","0","2","0","1","","","","","",""
"区東部","903","7","5","37","124","10","1","0","5","0","1","5","2","1","0","2","0","1","1","0","3","","","","","",""
"西多摩","370","1","3","8","17","8","1","0","3","0","0","0","0","0","0","0","0","0","2","0","0","","","","","",""
"南多摩","1147","3","5","66","139","21","1","2","6","0","0","4","1","1","0","1","0","0","0","0","3","","","","","",""
"北多摩西部","486","4","0","18","35","4","0","1","1","0","0","1","0","0","0","1","0","0","0","0","4","","","","","",""
"北多摩南部","784","3","5","11","65","3","0","1","4","0","0","4","0","0","0","0","0","0","1","0","15","","","","","",""
"北多摩北部","505","5","3","30","49","7","1","1","7","1","0","1","0","1","0","1","1","0","0","0","9","","","","","",""
"島しょ","34","0","0","0","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","8480","45","32","262","1051","96","12","15","59","1","1","23","5","6","1","12","2","2","9","0","54","","","","","",""
