"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","25","0","0","9","0","10","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","51","2","1","31","1","104","0","20","0","16","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","111","13","5","47","3","364","0","22","0","36","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","41","15","9","35","2","224","0","7","0","31","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","16","11","9","41","6","102","0","2","0","20","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","1","3","10","18","29","4","68","0","2","0","13","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","11","16","21","2","28","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","5","17","16","2","27","1","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","1","0","4","7","13","1","9","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","10","13","1","11","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","6","13","3","8","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","2","9","40","1","8","0","0","0","6","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","1","7","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","3","1","1","6","44","0","18","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","13","248","76","114","359","27","981","2","54","0","139","14","11","1","1","10","1","0","2","0","0","1","0","0","0","0","0","1","0"
