"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","15","2","0","0","14","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","62","14","1","1","66","4","0","0","37","0","0","1","3","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"1歳","242","5","5","7","182","30","0","2","33","0","1","0","4","1","0","0","0","0","1","0","1","0","0","1","0","1","0","1"
"2歳","304","2","6","19","111","28","2","1","5","0","0","4","1","0","0","0","0","0","2","0","2","0","0","0","0","1","1","1"
"3歳","393","2","2","26","87","30","1","5","1","1","0","3","1","0","0","0","0","0","1","0","4","0","0","1","0","0","3","1"
"4歳","575","1","3","38","99","24","0","2","0","0","0","2","0","0","0","0","0","0","2","0","3","0","0","0","0","1","2","1"
"5歳","673","0","2","40","91","26","0","3","1","0","1","6","2","0","0","0","0","0","0","0","3","0","0","1","0","0","2","1"
"6歳","616","0","1","51","60","20","0","4","0","0","0","1","0","1","0","0","0","0","2","0","2","0","0","1","0","0","1","1"
"7歳","599","0","4","23","43","6","0","3","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","464","0","0","15","51","5","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","436","0","0","13","38","5","0","1","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","1151","0","3","25","123","1","0","1","0","1","0","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"15〜19歳","287","0","0","3","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","256","0","0","5","104","1","0","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0"
"50〜59歳","141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","3","0"
"60〜69歳","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","1","0","0","0","0","2","0"
"70〜79歳","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","9","2","1","0","0","0","6","0"
"80歳以上","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","3","0"
"合計","6953","26","27","266","1090","181","3","24","80","4","3","25","12","2","0","9","0","1","12","0","37","3","1","4","0","3","27","6"
