"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","47","0","0","13","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","6","56","8","3","111","9","9","0","44","0","4","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","17","156","35","18","376","22","45","6","80","0","10","1","7","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","20","56","19","28","207","22","26","7","19","0","3","3","2","1","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"3歳","21","33","24","54","193","37","17","27","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","41","24","21","75","216","29","14","21","4","0","1","6","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","34","6","14","102","179","33","9","21","1","0","0","5","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"6歳","47","4","8","100","139","28","8","30","0","0","2","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","57","0","7","85","126","14","4","18","0","0","0","5","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"8歳","49","0","3","76","105","6","3","14","0","1","2","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","36","0","4","53","74","13","1","9","0","0","0","5","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","285","0","6","77","199","16","4","13","0","0","0","7","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","26","0","0","5","37","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","27","0","8","30","230","0","4","1","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"合計","793","382","157","706","2205","230","146","167","149","4","22","52","17","3","0","27","0","1","10","1","0","3","0","1","0","0","0","2","0"
