"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","11","3","726","11","0","0","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","16","2","*","11","1","1","35","0","3","0","12","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","107","10","4624","22","7","8","67","1","6","1","17","6","0","2","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","3"
"2歳","131","4","*","10","2","10","50","1","4","2","5","10","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","183","2","*","4","2","26","38","0","5","3","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"4歳","271","3","*","3","1","25","41","3","5","6","0","3","1","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"5歳","277","2","4465","0","2","23","44","0","1","7","1","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"6歳","363","3","*","0","3","31","44","2","1","6","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"7歳","406","1","*","1","0","31","33","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","1","1","0","1","2","1","0","0","0"
"8歳","353","2","*","0","1","21","37","2","2","1","0","0","1","2","0","0","0","0","0","0","0","0","3","0","1","1","0","0","0","2","0","0","0","0"
"9歳","300","1","*","0","1","20","32","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10〜14歳","1113","29","2655","0","1","29","82","11","1","2","0","2","0","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","353","23","961","0","0","3","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"20〜29歳","206","23","801","0","0","11","66","1","0","0","0","2","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"30〜39歳","260","28","993","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","270","45","1011","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"50〜59歳","114","41","612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","68","26","444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","30","31","324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","4"
"80歳以上","13","15","232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","6","0","0","0","0","0","5","0","0","0","6"
"合計","4845","294","17848","62","21","239","594","25","29","31","36","29","3","7","2","0","10","1","0","5","0","0","23","18","2","2","1","0","1","21","1","2","0","16"
