"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","10","10","54","2","19","2","9","0","25","8","2","0","0","1","0","0","1","0","0","0","","","","","",""
"区南部","6","1","10","32","73","4","4","3","4","0","12","4","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","1","0","5","62","82","4","3","2","5","0","15","6","3","1","0","1","0","0","0","0","0","0","","","","","",""
"区西部","1","1","12","35","80","7","4","6","7","0","3","1","2","2","1","2","1","0","0","0","0","0","","","","","",""
"区西北部","1","2","7","31","83","5","7","1","8","2","8","9","3","0","0","9","0","0","1","0","0","0","","","","","",""
"区東北部","1","0","11","33","86","9","5","3","9","0","10","11","1","0","0","4","0","0","2","0","0","0","","","","","",""
"区東部","2","0","15","21","81","5","5","5","10","1","7","3","1","1","0","1","0","1","1","0","0","0","","","","","",""
"西多摩","0","0","2","4","19","1","0","1","2","2","1","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","1","1","13","60","119","7","2","1","4","0","6","18","3","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","2","21","31","3","0","6","4","0","5","2","0","0","0","1","0","0","1","0","1","0","","","","","",""
"北多摩南部","0","1","14","27","62","3","1","2","12","0","11","7","1","1","0","0","0","0","1","0","0","0","","","","","",""
"北多摩北部","0","0","18","35","54","2","1","2","11","0","3","6","1","0","0","3","0","1","1","0","0","0","","","","","",""
"島しょ","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","13","8","119","375","824","52","51","34","85","5","106","75","18","5","1","24","1","2","9","0","1","0","","","","","",""
