"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","1","1"
"1〜4歳","0","0","0","0","0","0","2","3","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","10","2","3","1","0","0","0","0","0"
"20〜24歳","42","21","9","8","10","0","0","0","0"
"25〜29歳","34","13","8","6","3","0","2","0","0"
"30〜34歳","5","12","1","1","3","1","1","0","0"
"35〜39歳","10","3","2","1","4","1","2","0","0"
"40〜44歳","5","4","0","0","1","1","1","0","1"
"45〜49歳","1","2","1","1","2","0","3","0","0"
"50〜54歳","0","1","0","0","0","0","0","0","0"
"55〜59歳","0","0","0","0","2","0","2","0","0"
"60〜64歳","0","0","0","0","2","0","1","1","0"
"65〜69歳","0","1","0","0","0","0","6","0","0"
"70歳以上","0","0","0","0","1","0","18","0","2"
"合計","107","59","24","18","28","3","39","6","4"
