"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","10","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","10","0","1","5","18","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"みなと","12","3","5","6","30","2","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","9","1","0","15","31","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","","","","","",""
"文京","9","0","0","3","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","8","0","0","8","23","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","2","2","4","12","0","0","1","5","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"江東区","18","6","0","6","110","5","0","2","4","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","3","0","0","6","54","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","3","0","0","2","22","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","33","3","9","28","135","5","0","0","5","0","1","4","4","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","42","1","3","21","126","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","3","0","0","1","18","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","","","","","",""
"中野区","17","0","0","4","40","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","25","0","1","14","60","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","6","0","0","0","10","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","6","0","0","6","30","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","27","0","1","2","39","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","15","0","0","5","29","5","0","2","4","0","0","1","0","0","0","0","0","0","1","0","0","","","","","",""
"練馬区","25","0","1","22","95","7","0","0","2","0","1","1","0","1","0","0","0","0","0","0","0","","","","","",""
"足立","33","1","2","19","103","4","0","4","3","0","0","2","0","0","0","2","0","0","0","0","0","","","","","",""
"葛飾区","32","0","1","1","59","5","0","0","2","0","0","0","0","0","0","0","0","0","9","0","3","","","","","",""
"江戸川","16","1","0","16","85","1","0","1","11","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","45","4","4","25","140","4","0","3","3","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","24","1","0","10","90","9","0","1","2","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","29","0","1","3","34","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","11","0","0","12","68","3","2","0","5","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","30","1","0","16","86","6","0","1","4","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","61","1","1","26","138","9","0","1","3","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"多摩小平","33","3","0","34","107","10","1","2","3","0","1","2","2","0","0","1","0","0","1","0","0","","","","","",""
"島しょ","10","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","614","28","33","320","1812","100","5","21","72","2","4","26","8","1","0","5","0","0","13","0","6","","","","","",""
