"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","1","0"
"1〜4歳","0","0","0","0","0","0","0","0","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","1","0","1","0","0","0","0","0"
"20〜24歳","28","3","2","13","1","0","1","0","0"
"25〜29歳","25","4","6","15","0","0","0","0","0"
"30〜34歳","25","1","11","10","1","0","0","0","0"
"35〜39歳","21","4","6","12","0","0","2","0","0"
"40〜44歳","12","5","2","2","0","0","0","0","0"
"45〜49歳","15","2","5","3","0","0","1","0","0"
"50〜54歳","11","1","3","4","0","0","2","0","0"
"55〜59歳","3","0","2","2","0","0","1","0","0"
"60〜64歳","2","1","1","0","0","0","0","0","0"
"65〜69歳","0","0","1","0","0","0","4","0","0"
"70歳以上","2","0","1","1","0","0","23","0","0"
"合計","145","22","40","63","2","0","36","1","0"
