"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","3","4","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","10","5","4","2","36","2","5","1","14","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","29","11","7","3","108","6","51","1","28","3","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0"
"2歳","24","5","11","11","70","3","39","1","7","3","1","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1"
"3歳","42","1","4","27","95","3","23","1","2","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"4歳","71","1","7","58","72","6","32","1","0","0","3","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5歳","75","1","7","46","59","10","11","2","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","121","0","4","44","50","14","12","4","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1"
"7歳","113","0","1","47","44","9","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","105","0","0","42","37","16","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","94","1","1","32","33","13","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","203","0","0","42","61","18","7","1","0","0","0","0","0","0","0","0","0","2","0","0","2","1","0","0","0","0","1","0"
"15〜19歳","25","0","0","1","14","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","37","0","2","24","121","0","2","1","0","6","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","82","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","131","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"合計","1235","29","48","379","803","100","190","15","53","14","8","4","1","0","8","0","2","5","0","2","7","1","0","3","1","1","3","3"
