"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","22","9","0","0","5","0","3","0","3","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"〜1歳","2","26","8","4","1","54","0","109","0","12","9","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"1歳","1","48","30","10","10","117","3","408","2","56","45","0","2","0","0","0","0","0","4","0","0","1","3","0","0","0","0","0","1","0","1","0","2"
"2歳","11","25","12","10","24","77","1","244","8","15","38","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","7","32","2","10","41","66","3","231","28","4","23","1","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","11","25","4","9","55","53","1","216","34","2","25","0","0","0","0","0","0","0","7","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"5歳","11","18","3","5","51","61","2","170","33","0","16","3","0","0","0","0","0","0","6","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"6歳","7","17","0","2","36","38","2","92","20","0","11","2","1","0","0","0","0","0","5","0","0","1","1","1","1","0","0","0","0","0","0","0","1"
"7歳","3","15","0","2","30","35","0","33","21","1","8","1","0","0","0","0","0","0","7","0","1","0","1","0","0","0","0","0","0","0","0","0","1"
"8歳","6","17","0","0","21","40","2","26","9","0","4","1","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","2","20","0","2","23","32","0","12","10","0","4","2","0","0","0","0","0","0","6","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"10〜14歳","13","125","0","2","30","70","5","20","8","0","7","1","0","0","0","1","0","0","7","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"15〜19歳","8","114","0","0","3","14","0","7","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","10","214","0","0","19","68","0","18","2","0","3","1","0","0","0","2","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"30〜39歳","6","217","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"40〜49歳","16","272","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","2","1","0","0","0","0","0","0","1","0","1"
"50〜59歳","9","305","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","13","0","0","0","0","0","1","0","3","1","10"
"60〜69歳","3","197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","13","0","0","1","0","0","0","1","1","1","12"
"70〜79歳","2","172","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","35","0","0","0","0","0","1","0","4","0","31"
"80歳以上","2","106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","62","0","0","0","0","0","1","0","6","1","56"
"合計","130","1987","68","56","344","730","19","1589","175","93","194","12","4","0","0","14","1","2","58","1","1","9","145","2","1","1","0","0","6","1","16","3","129"
