"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","6","4","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"〜1歳","12","0","0","0","51","5","0","1","33","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"1歳","41","0","0","2","107","20","2","2","10","0","0","0","0","1","5","0","0","1","0","0","0","0","0","0"
"2歳","53","0","2","5","71","23","0","0","2","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0"
"3歳","67","0","3","10","76","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","78","0","0","15","94","25","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"5歳","95","0","2","12","73","9","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"6歳","69","0","1","9","63","6","0","1","0","0","0","2","0","5","0","0","0","0","0","0","0","0","0","0"
"7歳","45","0","0","8","48","5","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8歳","29","0","0","11","55","2","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0"
"9歳","44","0","0","2","25","2","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","75","0","0","6","61","5","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","26","0","0","0","16","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","31","0","0","9","127","4","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","1"
"30〜39歳","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"40〜49歳","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","760","0","8","89","873","125","2","14","46","0","1","2","4","25","12","0","1","7","0","0","0","0","0","2"
