"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","1","0"
"1〜4歳","0","0","0","0","0","0","1","1","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","4","0","0","4","0","0","0","0","0"
"20〜24歳","20","7","3","6","0","0","1","0","0"
"25〜29歳","38","3","4","15","0","0","1","1","0"
"30〜34歳","27","3","7","10","0","0","0","0","0"
"35〜39歳","16","2","4","10","0","0","0","0","0"
"40〜44歳","12","4","1","3","0","0","1","0","0"
"45〜49歳","9","2","3","4","0","0","2","0","0"
"50〜54歳","5","1","4","3","0","0","0","0","0"
"55〜59歳","4","1","3","3","0","0","0","0","0"
"60〜64歳","1","4","1","2","0","0","3","0","0"
"65〜69歳","1","1","1","0","0","0","1","1","0"
"70歳以上","0","0","1","0","0","0","32","1","0"
"合計","137","28","32","60","0","0","44","5","0"
