"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","4","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","0","0","0","39","5","0","0","17","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"1歳","7","2","0","6","90","18","1","0","12","0","0","0","0","2","1","0","0","0","0","0","0","0","0"
"2歳","7","2","1","3","89","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","6","0","1","2","87","19","0","2","0","0","1","2","1","5","0","0","0","0","0","0","0","0","0"
"4歳","4","0","1","7","90","14","3","3","0","0","0","0","1","1","0","0","0","1","0","0","2","0","0"
"5歳","3","0","3","11","67","12","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"6歳","1","0","1","6","49","8","0","2","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0"
"7歳","1","0","1","10","40","2","0","6","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"8歳","5","0","1","5","37","1","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"9歳","6","0","0","4","26","2","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0"
"10〜14歳","40","0","0","3","62","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","25","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"20〜29歳","12","4","1","6","243","1","0","1","1","0","0","0","0","0","1","0","0","2","0","0","0","0","0"
"30〜39歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"40〜49歳","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","150","8","10","63","952","109","5","22","34","0","1","3","4","18","6","0","0","10","0","0","2","0","0"
