"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","1","0","4","2","0","0","6","0","0","4","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","0","0","2","1","26","9","23","1","56","0","0","52","0","0","2","0","0","0","0","0","0","0","0"
"1歳","0","0","14","2","49","27","60","6","26","1","0","187","0","1","6","0","0","0","0","0","0","0","0"
"2歳","0","0","20","6","57","26","32","2","4","0","0","164","0","9","3","0","0","0","0","0","0","0","0"
"3歳","0","1","18","27","44","42","42","5","0","0","0","141","0","20","2","0","0","0","0","0","0","0","0"
"4歳","0","1","17","25","37","30","37","11","0","0","0","122","0","26","2","0","0","0","0","0","0","0","0"
"5歳","0","1","14","28","46","25","26","8","0","0","0","67","0","22","0","0","0","0","0","0","0","0","0"
"6歳","0","1","8","21","44","16","13","5","0","0","0","39","0","21","0","0","0","0","0","0","0","0","0"
"7歳","0","3","2","23","18","7","8","5","0","0","0","21","0","17","0","0","0","0","0","0","0","0","0"
"8歳","0","0","4","9","14","2","2","4","0","0","0","13","0","5","0","0","0","1","0","0","0","0","0"
"9歳","0","0","6","9","21","3","3","2","0","0","0","10","0","4","1","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","4","12","29","1","1","1","0","0","0","6","0","7","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","6","5","11","76","4","4","1","0","0","0","8","0","5","0","0","0","1","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","13","115","174","470","196","251","51","92","1","0","834","0","137","17","0","0","12","0","3","0","0","0"
