"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","44","0","0","1","5","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","4","3","0","2","2","0"
"中央区","34","0","0","6","14","6","0","0","3","0","0","5","0","0","0","1","0","0","0","0","0","5","3","1","0","0","0"
"みなと","69","7","3","16","54","19","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","93","1","1","21","27","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","12","8","1","2","2","0"
"文京","61","2","0","2","16","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","45","0","0","0","47","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","54","0","1","5","20","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","8","5","1","1","1","0"
"江東区","158","1","0","13","143","15","2","2","5","0","0","2","3","0","0","1","0","0","0","0","0","14","9","1","0","0","0"
"品川区","80","0","0","9","49","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","24","1","3","1","21","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","8","5","1","0","0","0"
"大田区","218","1","9","35","156","18","0","0","12","1","0","8","0","0","0","0","0","2","0","0","0","21","13","2","1","1","0"
"世田谷","329","1","6","22","115","5","0","0","3","0","0","1","3","0","0","0","0","1","0","0","2","25","16","2","2","2","0"
"渋谷区","32","0","2","0","20","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","7","4","1","1","1","0"
"中野区","81","0","0","1","45","7","1","0","3","0","0","1","0","0","0","0","0","0","0","0","1","11","7","1","1","1","0"
"杉並","186","0","0","9","66","6","0","0","5","0","0","2","0","0","0","0","0","0","0","0","0","16","10","1","1","1","0"
"池袋","83","0","0","1","18","2","0","0","2","0","0","0","0","0","0","0","0","0","1","0","2","8","5","1","1","1","0"
"北区","78","0","0","4","28","9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","129","1","1","9","70","6","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","74","0","7","6","27","4","0","1","3","0","0","3","0","0","0","0","0","0","1","0","0","16","10","2","1","1","0"
"練馬区","193","0","0","15","123","10","1","0","6","0","0","1","1","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","180","1","0","14","110","18","0","5","4","0","0","1","0","0","0","1","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","171","0","1","7","64","13","1","1","3","0","1","1","1","0","0","0","0","0","7","0","4","13","8","1","1","1","0"
"江戸川","178","3","7","31","112","18","0","3","9","1","0","2","0","0","0","1","0","0","0","0","0","18","12","2","0","0","0"
"八王子市","381","0","8","34","103","23","1","3","5","0","0","10","1","0","0","1","0","0","0","0","2","18","11","2","1","1","0"
"町田市","214","0","1","22","117","10","0","1","7","1","1","0","3","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","168","1","0","6","29","10","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","227","1","0","6","60","23","0","1","4","0","1","4","0","1","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","316","6","0","24","68","23","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","553","3","3","24","132","21","1","6","6","1","0","1","1","1","0","0","0","0","2","0","2","32","20","3","2","3","0"
"多摩小平","447","1","6","37","151","56","1","0","7","0","0","0","0","1","0","1","0","0","2","0","0","23","15","2","2","2","0"
"島しょ","52","0","0","5","10","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","4952","31","59","386","2020","351","9","28","105","4","3","44","14","3","0","10","0","3","15","0","17","417","263","38","24","25","0"
