"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","89","0","3","7","47","4","0","0","3","0","0","0","1","0","0","1","0","3","0","0","0","0","0","0","","","","","",""
"区南部","60","0","0","2","62","11","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","84","0","1","2","74","6","0","2","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","96","0","0","1","55","4","0","2","2","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","","","","","",""
"区西北部","103","0","0","3","64","10","0","1","5","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","","","","","",""
"区東北部","84","0","0","4","34","4","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","76","0","0","5","63","3","0","3","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","3","","","","","",""
"西多摩","13","0","0","2","18","3","1","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","66","0","0","1","31","4","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","25","0","0","1","14","4","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","99","0","1","2","23","4","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","72","0","0","2","56","6","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","","","","","",""
"島しょ","11","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","878","0","5","32","541","63","2","12","24","0","0","1","4","13","3","1","0","9","1","0","0","1","0","4","","","","","",""
