"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","4","6","27","1","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"〜1歳","9","28","83","3","6","71","0","1","0","14","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","26","53","163","17","29","116","3","6","3","36","1","0","4","1","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","4"
"2歳","27","18","94","15","60","96","1","0","1","18","0","1","1","2","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"3歳","32","21","21","7","82","86","1","1","3","10","0","5","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","48","13","16","9","75","91","3","0","5","0","0","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"5歳","55","13","8","10","112","87","5","3","6","1","0","2","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"6歳","75","9","1","0","84","78","2","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"7歳","52","9","1","2","57","69","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","59","17","2","1","60","48","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","31","5","1","0","37","61","6","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10〜14歳","112","50","2","4","85","95","12","0","0","0","0","1","0","0","0","0","0","0","2","0","1","1","2","0","0","0","0","0","1","0","0","0","2"
"15〜19歳","62","46","1","0","18","22","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","65","126","5","0","45","102","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"30〜39歳","63","135","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"40〜49歳","49","135","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","2","5","0","0","0","0","0","2","0","1","0","4"
"50〜59歳","31","134","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","9","0","0","0","0","0","0","0","2","0","7"
"60〜69歳","9","70","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","14","0","0","0","0","0","0","0","4","0","10"
"70〜79歳","8","75","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","15","0","0","0","0","0","0","0","5","1","9"
"80歳以上","2","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","36","0","0","0","0","0","1","0","8","0","28"
"合計","819","1010","425","69","751","1031","49","11","23","79","4","11","9","7","0","26","0","0","2","0","1","6","94","0","0","0","0","0","6","0","21","1","73"
