"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","8","2","0","26","5","0","0","6","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","11","30","4","173","20","15","0","85","0","2","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","5","13","58","24","254","27","45","6","94","0","10","1","8","0","0","1","0","0","3","0","1","0","0","0","0","0","1","0"
"2歳","14","3","28","40","215","54","19","6","21","0","8","5","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3歳","13","1","27","52","191","70","12","6","5","0","4","5","3","1","0","3","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","13","1","20","104","178","46","13","10","2","0","1","7","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","10","0","16","114","142","38","5","6","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","23","0","5","111","132","30","2","8","0","0","1","12","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","15","0","5","81","93","15","4","5","0","0","1","8","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","11","0","4","63","71","16","0","4","0","0","1","6","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"9歳","9","0","2","55","52","3","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","39","0","4","77","162","14","0","1","0","0","3","7","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","10","0","0","6","18","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","10","0","2","36","199","4","3","3","0","0","2","1","2","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"合計","201","37","203","767","1906","342","118","55","214","0","35","61","26","7","0","31","2","4","10","2","1","0","0","0","0","0","1","0"
