"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","61","12","3","4","66","8","2","1","4","1","0","5","0","0","0","1","0","0","0","0","","","","","",""
"区南部","151","6","4","5","90","5","5","2","4","1","3","2","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","105","0","0","14","86","1","3","1","3","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"区西部","140","4","1","6","87","1","0","1","2","0","0","3","0","0","0","4","0","0","0","0","","","","","",""
"区西北部","163","1","0","4","65","7","2","0","1","0","2","6","1","0","0","1","0","0","0","0","","","","","",""
"区東北部","126","2","0","6","73","5","2","1","2","0","0","3","0","0","0","1","0","0","1","1","","","","","",""
"区東部","137","3","1","9","125","29","3","1","4","0","1","5","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","56","0","0","3","24","4","0","0","0","0","0","5","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","259","6","2","29","109","23","1","3","4","0","12","10","2","1","0","1","0","0","0","0","","","","","",""
"北多摩西部","35","1","0","0","27","2","0","0","0","0","0","1","0","1","0","1","0","0","0","0","","","","","",""
"北多摩南部","98","2","0","2","31","4","1","0","2","0","0","2","0","0","0","1","1","0","2","0","","","","","",""
"北多摩北部","108","18","1","7","12","11","1","1","1","0","0","3","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1446","55","12","89","795","100","20","11","27","2","18","46","3","2","0","13","1","0","3","1","","","","","",""
