"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","4","0","0","7","7","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","12","2","1","43","13","2","3","26","0","0","1","0","0","6","0","0","0","1","0","0","0","0"
"1歳","0","17","6","0","109","15","12","3","23","0","0","4","0","5","1","0","0","1","0","0","3","0","0"
"2歳","2","9","8","4","81","22","4","4","4","0","0","3","0","21","0","1","0","0","0","0","0","0","0"
"3歳","3","8","6","20","91","20","5","3","0","0","0","4","0","25","0","0","0","0","0","0","0","0","0"
"4歳","2","2","6","31","90","28","6","3","0","0","0","1","0","36","1","0","0","1","0","0","3","0","0"
"5歳","0","4","6","35","72","21","2","4","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0"
"6歳","0","0","10","29","80","9","2","7","0","0","0","2","0","21","1","0","0","1","0","0","0","0","0"
"7歳","1","0","4","53","54","4","0","2","0","0","0","1","0","17","1","0","0","1","0","0","1","0","0"
"8歳","0","0","1","28","42","3","1","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","13","31","2","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"10〜14歳","6","0","0","15","59","2","0","2","0","0","0","1","0","10","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","2","16","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","4","2","14","128","2","0","1","0","0","0","2","0","8","0","0","0","0","0","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","25","60","51","245","903","148","34","34","55","0","0","19","0","182","10","1","0","11","1","0","7","0","0"
