"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","5","65","2","0","4","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"中央区","0","7","99","0","0","0","19","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","0","3","255","1","2","5","13","5","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"新宿区","1","2","190","0","2","6","11","7","0","0","1","1","0","1","0","0","1","0","0","1","0","0","0","0","","","","","","",""
"文京","1","0","277","0","3","7","9","10","0","1","1","0","0","0","1","0","2","0","0","0","0","0","0","2","","","","","","",""
"台東","0","4","203","0","0","4","18","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","1","5","101","0","0","2","2","3","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","","",""
"江東区","7","8","491","0","1","11","43","5","8","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","1","4","228","0","2","18","15","0","1","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","0","4","153","0","0","8","16","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","0","4","457","0","3","26","52","6","4","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"世田谷","3","6","526","0","1","37","42","5","2","2","1","1","0","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"渋谷区","1","4","119","1","0","1","3","1","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","3","","","","","","",""
"中野区","0","8","500","0","0","26","19","6","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","0","5","314","0","1","13","13","5","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"池袋","1","10","276","1","4","7","9","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","0","2","277","2","8","17","16","2","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"荒川区","1","3","207","0","1","2","19","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","1","5","321","0","0","3","21","5","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"練馬区","2","7","568","0","1","29","29","16","0","4","7","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","4","12","644","5","2","17","32","1","0","19","5","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","0","6","354","0","1","7","22","3","0","3","2","0","0","0","0","0","0","0","1","1","0","0","0","0","","","","","","",""
"江戸川","4","9","560","3","4","15","32","7","0","1","1","0","1","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"八王子市","2","9","969","1","6","24","51","2","4","15","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"町田市","0","6","781","0","0","40","63","6","2","1","4","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","6","166","0","0","7","10","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","0","7","394","0","2","10","28","2","0","2","3","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","0","8","371","0","3","23","14","8","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩府中","1","15","1021","1","4","54","65","9","1","6","5","1","1","2","0","0","0","0","0","2","0","0","0","2","","","","","","",""
"多摩小平","1","11","794","0","5","28","76","14","1","6","9","3","0","0","0","0","1","0","0","2","0","0","2","3","","","","","","",""
"島しょ","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","","","","","","",""
"合計","32","185","11685","17","56","451","768","139","25","83","59","10","11","6","3","0","10","0","1","9","1","0","2","14","","","","","","",""
