"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","8","54","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"中央区","4","5","118","2","0","0","8","0","1","0","1","3","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"みなと","4","14","214","2","4","2","11","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"新宿区","0","16","124","0","0","3","6","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","3","","","","","","",""
"文京","6","27","269","3","1","0","13","2","1","1","2","3","0","1","0","0","0","0","0","0","0","0","0","5","","","","","","",""
"台東","1","6","174","1","0","6","19","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","3","17","76","3","0","1","1","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"江東区","24","24","413","8","1","5","30","0","4","1","2","5","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"品川区","3","13","179","9","1","0","4","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","2","10","126","2","0","2","8","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","2","36","360","8","3","12","39","0","2","2","2","5","0","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"世田谷","6","52","546","11","0","4","19","2","3","0","3","14","2","0","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"渋谷区","5","12","99","1","0","0","10","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","3","","","","","","",""
"中野区","8","30","485","1","0","6","16","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","5","34","255","6","0","1","23","1","1","0","2","5","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","",""
"池袋","1","19","217","4","0","3","6","1","0","0","0","4","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"北区","1","34","259","4","0","8","9","3","1","2","3","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","5","15","261","10","3","4","9","2","3","2","1","3","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","4","42","289","5","0","2","15","2","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","2","","","","","","",""
"練馬区","11","43","470","4","1","6","23","3","1","0","1","6","0","5","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","15","47","535","11","3","9","16","0","6","2","6","4","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","7","22","278","2","0","4","5","0","2","0","1","0","0","1","0","0","0","0","0","0","0","1","0","2","","","","","","",""
"江戸川","7","46","423","7","0","4","18","2","1","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","8","51","917","12","1","16","28","3","5","7","1","11","0","1","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"町田市","15","21","624","10","1","11","56","1","3","2","4","8","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","20","151","0","0","4","8","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"南多摩","11","44","337","4","0","3","15","0","2","3","1","2","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","4","42","322","11","4","10","25","2","7","0","1","4","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩府中","22","64","976","13","1","22","24","1","4","2","7","15","1","1","1","0","1","0","0","1","0","0","0","7","","","","","","",""
"多摩小平","19","52","760","14","0","12","59","1","6","3","1","14","0","7","0","0","3","0","0","0","0","0","1","4","","","","","","",""
"島しょ","0","1","14","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","203","867","10325","168","24","160","526","29","59","31","42","132","6","19","3","0","12","0","1","4","0","1","1","37","","","","","","",""
