"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","31","6","7","17","1","0","14","5","0","",""
"区南部","2","2","0","1","0","0","5","0","0","",""
"区西南部","8","2","1","2","1","0","6","0","0","",""
"区西部","28","17","15","19","0","4","19","8","0","",""
"区西北部","15","6","6","7","0","0","4","10","0","",""
"区東北部","2","1","1","2","0","0","3","3","0","",""
"区東部","13","4","4","10","0","1","2","9","0","",""
"西多摩","0","0","0","0","0","0","1","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","3","0","0","0","0","0","9","1","0","",""
"北多摩北部","0","0","0","0","0","0","12","7","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","102","38","34","58","2","5","75","43","0","",""
