"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","0","0","0","6","0","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","14","4","4","1","28","2","1","0","3","0","0","0","0","0","0","1","0","0","1","0","0","0","0","","","","","",""
"新宿区","7","0","0","5","7","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"文京","15","0","0","0","3","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","3","0","0","1","15","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","5","0","1","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","7","2","0","6","52","4","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","15","0","0","1","66","3","2","0","2","0","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","2","3","3","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"大田区","15","0","3","7","34","3","1","0","3","0","0","4","0","4","0","0","0","1","0","0","0","0","0","","","","","",""
"世田谷","11","3","0","7","37","5","1","1","4","0","0","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"渋谷区","3","0","0","2","19","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"中野区","8","0","0","2","33","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"杉並","9","1","0","1","44","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","5","0","0","0","3","0","0","0","0","0","0","2","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","1","0","0","1","15","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","0","0","5","8","2","0","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","0","6","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"練馬区","9","0","1","2","10","4","1","1","2","0","0","1","0","0","0","0","1","1","0","0","0","0","0","","","","","",""
"足立","8","0","0","2","26","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","1","24","0","0","0","3","0","0","0","0","1","2","0","0","0","0","0","1","1","0","","","","","",""
"江戸川","11","1","0","13","22","4","4","0","3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"八王子市","5","1","0","9","35","7","2","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","44","0","0","23","12","5","0","3","4","0","0","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","0","0","0","15","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","2","0","1","7","3","2","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","3","0","0","0","9","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","5","0","0","4","41","3","1","1","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","5","5","4","2","59","5","1","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","216","25","12","99","649","67","22","12","53","0","0","19","0","23","4","1","1","8","1","0","1","1","1","","","","","",""
