"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","1","5","3","0","0","7","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"〜1歳","1","0","0","0","12","5","0","0","17","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","6","0","1","0","25","15","1","2","12","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0"
"2歳","8","0","0","1","29","15","1","2","0","0","0","1","1","5","0","0","0","0","0","0","0","0","0","0"
"3歳","10","0","0","2","20","18","0","5","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"4歳","9","0","0","4","19","12","0","4","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"5歳","6","0","0","2","19","5","1","5","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0"
"6歳","5","0","0","2","17","5","0","10","0","0","0","0","1","14","0","0","0","0","0","0","0","0","0","0"
"7歳","3","0","1","1","11","4","0","2","0","0","0","0","0","13","1","0","0","0","0","0","0","0","0","0"
"8歳","3","0","0","1","11","4","0","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","4","0","0","0","8","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","8","0","0","2","17","0","0","2","0","1","0","0","3","4","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","8","0","0","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","13","0","0","0","37","3","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"30〜39歳","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0"
"40〜49歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"50〜59歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","121","0","2","16","233","91","3","38","36","1","1","1","6","80","2","0","0","9","0","0","0","0","0","0"
