"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","3","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","7","0","2","1","24","6","2","0","22","0","0","0","5","0","0","0","0","0","0","0"
"1歳","21","1","1","3","77","10","1","2","17","0","1","1","2","0","0","0","0","0","0","0"
"2歳","31","2","0","7","49","6","1","1","1","0","0","2","1","0","0","1","0","0","0","0"
"3歳","34","0","1","8","30","11","1","3","1","0","0","6","0","0","0","0","0","0","1","0"
"4歳","64","0","3","18","30","10","1","1","0","0","0","8","1","0","0","0","0","0","1","0"
"5歳","82","0","2","16","26","13","0","5","0","0","0","10","1","0","0","0","1","0","0","0"
"6歳","61","0","0","15","27","10","1","4","0","0","0","7","0","0","0","0","0","0","1","0"
"7歳","52","0","0","6","16","1","0","3","0","0","0","5","0","0","0","0","0","0","0","0"
"8歳","43","0","0","8","15","0","0","3","0","0","1","5","1","0","0","0","0","0","0","0"
"9歳","33","0","0","9","7","3","0","0","0","0","1","2","0","0","0","0","0","0","1","0"
"10〜14歳","99","0","0","16","15","1","1","1","0","0","0","5","0","0","0","0","0","0","2","0"
"15〜19歳","26","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","53","0","0","8","54","0","1","0","0","2","0","0","0","0","0","2","0","0","0","0"
"30〜39歳","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","669","3","9","117","378","72","9","23","42","3","3","51","11","0","0","6","1","0","6","0"
