"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","1","0","1","4","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","1","0","10","4","0","0","24","0","0","7","0","0","2","0","0","0","0","0","1","0","0"
"1歳","0","0","9","2","25","14","5","1","16","0","0","35","0","2","5","1","0","0","0","0","0","0","0"
"2歳","1","0","10","8","29","17","5","7","1","0","0","29","0","2","1","0","0","0","0","0","0","0","0"
"3歳","0","0","20","15","26","22","1","11","2","0","0","32","0","5","1","1","0","0","0","0","0","0","0"
"4歳","0","0","10","21","33","20","1","8","0","0","0","19","0","9","0","0","0","0","0","0","0","0","0"
"5歳","0","0","6","22","24","12","0","12","0","0","0","14","0","12","1","0","0","0","0","0","0","0","0"
"6歳","0","0","2","18","14","9","0","6","0","0","0","7","0","3","0","0","0","0","0","0","0","0","0"
"7歳","0","0","4","9","18","4","0","6","0","0","0","4","0","6","1","0","0","0","0","0","0","0","0"
"8歳","0","0","1","8","7","1","1","7","0","0","0","1","0","4","1","0","0","0","0","0","0","0","0"
"9歳","0","0","2","11","12","0","0","3","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","2","7","29","0","0","4","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","2","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","1","4","10","43","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","5","1","72","133","275","107","13","65","45","0","0","151","0","54","12","2","0","7","0","0","1","0","0"
