"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","3","2","0","0","6","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","15","5","2","0","40","5","0","1","41","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","50","12","5","3","119","8","2","3","31","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"2歳","48","2","8","5","98","21","3","0","5","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"3歳","69","1","1","23","82","17","0","0","2","0","0","1","2","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1"
"4歳","73","1","1","39","118","22","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","84","1","2","43","78","19","0","3","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","61","0","1","34","74","6","1","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","56","0","0","26","53","5","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","62","0","1","20","50","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","47","0","2","17","33","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","166","0","2","39","115","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","59","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","74","0","0","19","268","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","1","0","0","5","1"
"合計","1307","24","25","268","1166","113","7","13","81","1","2","11","7","1","0","6","0","1","4","0","9","0","0","2","0","1","7","2"
