"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","0","15","3","0","3","23","0","0","2","3","0","0","0","0","1","0","0","0","0","0","0"
"1歳","0","0","2","0","30","15","10","0","11","0","0","6","3","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","0","4","6","30","17","8","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","4","9","33","13","10","2","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","3","13","40","6","7","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","2","14","32","5","2","3","0","0","0","0","3","3","0","1","0","0","0","0","0","0","0","0"
"6歳","0","0","0","9","23","3","5","1","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0"
"7歳","0","0","0","7","25","2","3","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","6","17","1","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"9歳","0","0","0","5","12","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","6","27","0","0","0","0","0","1","0","1","1","0","0","0","2","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","0","0","0","4","22","1","0","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","16","80","319","66","49","17","37","0","2","11","13","12","1","1","0","27","0","1","0","1","0","0"
