"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","13","0","0"
"1〜4歳","0","0","0","0","0","0","11","6","0"
"5〜9歳","0","0","0","0","0","0","3","2","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","4","1","1","0","0","0","0","0","0"
"20〜24歳","48","19","13","35","5","3","0","0","0"
"25〜29歳","54","18","14","33","4","8","1","0","0"
"30〜34歳","48","26","23","37","2","4","1","0","0"
"35〜39歳","53","18","18","28","4","4","1","0","0"
"40〜44歳","27","18","24","18","1","6","1","1","0"
"45〜49歳","27","18","30","14","1","2","2","1","0"
"50〜54歳","2","7","13","8","2","1","1","0","0"
"55〜59歳","3","4","6","2","1","2","1","0","0"
"60〜64歳","2","0","2","1","0","0","0","0","1"
"65〜69歳","0","2","0","1","0","0","4","0","0"
"70歳以上","0","3","0","0","0","0","20","0","1"
"合計","268","134","144","177","20","30","59","10","2"
