"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","1","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","0","0","0","7","2","0","2","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","0","2","9","24","3","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","","","","","",""
"新宿区","6","0","0","0","20","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"文京","2","0","0","1","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","8","0","3","7","19","9","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","0","0","3","11","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","6","0","1","5","26","7","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","1","8","34","6","0","0","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","0","0","2","9","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","18","0","0","20","67","11","0","5","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","8","0","0","6","34","7","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","6","0","0","2","11","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","13","0","0","12","24","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","15","0","1","6","36","3","0","0","4","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","4","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","2","0","0","8","2","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","9","0","1","7","8","9","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","3","0","2","0","12","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"練馬区","13","0","0","10","16","6","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","0","0","5","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","7","0","0","6","9","9","0","5","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","16","0","5","13","25","4","0","2","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","9","0","4","9","15","3","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","3","0","0","5","32","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","10","0","1","3","17","5","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","0","0","9","14","2","0","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","13","0","0","0","13","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","39","0","0","8","31","3","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","8","0","2","11","33","2","0","2","2","0","0","4","0","8","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","12","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","246","1","23","176","565","115","1","25","28","0","0","5","0","62","1","0","0","3","0","0","1","0","0","","","","","",""
