"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","1","5","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"みなと","0","0","0","3","13","1","15","3","6","0","18","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","1","3","5","5","3","1","5","0","4","0","1","0","0","2","0","0","1","0","0","","","","","",""
"文京","0","0","0","2","1","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","1","2","13","6","1","4","3","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","2","1","10","3","2","1","3","0","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","9","37","2","7","0","5","0","4","2","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","3","13","12","3","3","4","3","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","7","4","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","0","9","17","46","13","37","21","4","0","17","2","4","0","0","1","0","0","0","0","0","","","","","",""
"世田谷","0","0","0","14","22","16","17","8","4","0","11","3","2","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","2","2","2","1","20","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","","","","",""
"中野区","0","0","0","4","11","6","13","0","0","0","1","3","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","19","16","6","7","3","4","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","2","3","4","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","1","8","4","5","4","2","0","2","4","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","3","7","9","10","3","1","1","4","0","3","3","0","3","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","1","1","12","3","6","14","2","0","13","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","2","0","5","20","27","6","15","6","10","0","10","2","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","2","6","33","9","2","4","5","0","22","2","0","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","3","18","0","1","0","4","0","4","0","3","0","0","0","0","0","5","0","0","","","","","",""
"江戸川","0","0","6","12","36","7","3","10","5","0","14","3","5","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","1","6","17","45","8","21","3","6","2","7","3","0","1","0","1","0","0","0","0","0","","","","","",""
"町田市","0","0","0","24","23","21","9","6","4","0","6","1","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","7","6","20","5","1","7","1","0","1","0","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","0","0","3","7","16","18","11","7","5","0","13","6","4","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","9","13","34","16","21","8","4","0","3","1","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","1","8","27","33","13","22","13","13","0","7","5","3","1","0","1","0","0","0","0","0","","","","","",""
"多摩小平","0","0","15","18","46","11","18","10","10","0","7","1","3","0","0","0","0","0","2","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","6","89","258","565","195","269","145","113","3","182","45","32","5","0","8","1","0","8","0","0","","","","","",""
