"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","30","29","15","24","0","2","7","0","0","0","",""
"区南部","12","3","2","6","0","0","1","0","0","0","",""
"区西南部","8","3","1","9","0","0","6","1","0","0","",""
"区西部","26","14","12","28","0","12","5","0","0","0","",""
"区西北部","13","3","8","9","0","0","3","2","0","0","",""
"区東北部","1","0","0","3","0","0","3","4","0","0","",""
"区東部","18","6","5","8","0","0","3","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","1","0","0","15","13","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","2","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","108","58","43","88","0","14","46","23","0","0","",""
