"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","3","0"
"1〜4歳","0","0","0","0","0","0","5","21","0"
"5〜9歳","0","0","0","0","0","0","5","1","1"
"10〜14歳","1","0","0","0","0","0","4","0","0"
"15〜19歳","17","1","1","5","0","0","1","0","0"
"20〜24歳","42","7","7","15","4","0","0","0","0"
"25〜29歳","40","18","11","16","2","1","0","0","0"
"30〜34歳","41","13","14","13","3","3","2","0","0"
"35〜39歳","21","15","14","13","1","3","3","0","0"
"40〜44歳","22","9","14","7","1","1","2","0","0"
"45〜49歳","7","7","4","3","0","0","2","0","0"
"50〜54歳","9","3","2","1","0","0","1","0","0"
"55〜59歳","5","4","0","4","0","1","3","2","0"
"60〜64歳","2","5","1","1","1","0","8","1","0"
"65〜69歳","1","3","1","2","0","0","7","1","0"
"70歳以上","1","5","1","0","1","0","53","5","0"
"合計","209","90","70","80","13","9","104","34","1"
