"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","1","0","6","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"中央区","10","0","0","1","11","0","1","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","15","5","2","9","52","5","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","37","3","0","1","58","3","0","1","1","1","0","0","0","0","0","0","0","2","0","0","4","0","0","","","","","",""
"文京","10","0","0","0","26","2","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","13","6","2","0","38","4","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","23","4","0","3","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","34","0","0","1","79","4","0","0","1","0","0","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"品川区","49","1","0","2","81","7","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","3","0","0","1","9","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","78","5","4","13","96","4","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"世田谷","58","3","0","8","60","5","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","20","0","0","1","27","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","37","0","0","4","73","4","2","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","","",""
"杉並","67","1","0","4","56","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","21","0","0","2","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","54","0","0","1","20","10","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","25","0","0","1","50","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","","","","",""
"板橋区","18","0","0","0","26","3","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","68","0","0","3","35","7","0","0","0","1","0","0","0","1","0","0","0","2","0","0","0","0","0","","","","","",""
"足立","35","0","0","29","59","5","0","2","1","0","0","0","0","0","0","0","1","2","0","0","0","0","0","","","","","",""
"葛飾区","23","0","0","1","41","10","0","1","3","0","0","0","0","0","0","0","0","1","0","0","4","0","0","","","","","",""
"江戸川","151","4","1","11","95","4","0","1","5","0","0","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"八王子市","69","5","5","11","81","11","0","2","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","64","0","0","17","134","5","0","3","3","0","0","1","0","1","0","0","0","3","0","0","0","0","0","","","","","",""
"西多摩","17","0","0","4","27","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","56","6","3","7","33","6","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","30","0","0","1","40","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","64","0","0","11","57","8","2","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","60","10","2","8","113","4","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"島しょ","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1213","53","20","156","1535","117","11","12","40","3","0","2","0","17","4","1","1","17","0","0","8","0","1","","","","","",""
